ID,Permalink,Text,Date,Retweets,Favorites
990668184431685632,https://twitter.com/Tasnimnews_Fa/status/990668184431685632,پشت پرده برخي حمايتهاي ظاهري از #محيط_زيست/ #شکارچی های بی‌رحمی که در قالب فعال محیط زیست کار می‌کنندpic.twitter.com/paiGoU6G4F,2018-04-29,23,112
990665672295251968,https://twitter.com/Tasnimnews_Fa/status/990665672295251968,محمد انصاری(بازیکن تیم #پرسپولیس):اگر مدافعان امنیت کار #داعش و #تکفیری ها را در #سوریه و #عراق یکسره نکرده بودند، امروز شاید شاید داعشی ها همان کاری را با ورزشگاه آزادی میکردند که با ورزشگاه « #دیرالزور» کردند #مدافعان_حرمpic.twitter.com/3rZGlKdDKp,2018-04-29,14,110
990654030652190720,https://twitter.com/Tasnimnews_Fa/status/990654030652190720,ادعایی که #شهرداری و #شورای_شهر علیه شهردار سابق تکرار می کنند، پایه و اساس دارد؟/ #اژه_ای: متن یا محتوای نامه و یا عناوین اتهام لازم نیست، لااقل شماره نامه ای را که ادعا می کنند به #قوه_قضائیه داده اند اعلام کنندpic.twitter.com/yUNKtSg5jd,2018-04-29,3,25
990651136146194432,https://twitter.com/Tasnimnews_Fa/status/990651136146194432,خط‌ونشان #امیر علی‌اکبری برای #سعودی‌ها/در واکنش به نمایش مضحک سعودی ها در #عربستان که در آن دو فرد ایرانی- آمریکایی روی رینگ برابر4 #کشتی_کج کار عربستانی، گفت: آماده‌ام با کشتی کج‌کارهای عربستانی در هر جای دنیا که بگویند مبارزه کنم/هرجای دنیا بگویند با سر می‌رومpic.twitter.com/IbKMarSKvm,2018-04-29,9,81
990648189551165440,https://twitter.com/Tasnimnews_Fa/status/990648189551165440,حمله جنگنده‌های #آمریکایی به مواضع ارتش سوریه در حومه #دیرالزور/در پی این حملات که در جریان پیشروی نیروهای ارتش سوریه در حومه غربی دیرالزور صورت گرفت، دو نفر از نیروهای ارتش #سوریه شهید و شماری نیز زخمی شدند http://tn.ai/1713040 pic.twitter.com/qUomlkpabC,2018-04-29,3,23
990639907910569986,https://twitter.com/Tasnimnews_Fa/status/990639907910569986,حرکت عجیب رئیس هیئت فوتبال استان تهران پس ازصعود #نساجی/حبیب‌اله شیرازی،پس ازپایان دیدار راه‌آهن-نساجی قائمشهر درورزشگاه تختی اقدام به جمع‌آوری توپ‌های بازی کرد:توپ‌هایی که متعلق به تیم راه‌آهن بودتوسط شیرازی جمع‌آوری شدورئیس هیئت فوتبال گفت تاپول داورراندهند،توپ‌ها راپس نمی‌دهد!pic.twitter.com/UbfeYuxq2b,2018-04-29,2,21
990613974604439552,https://twitter.com/Tasnimnews_Fa/status/990613974604439552,#کودک_آزاری به سبک #گازگرفتن پدر و مادر #معتاد در زمانی که خمار می‌شدند #نوزاد ۵ ماه را مورد آزار و اذیت قرار می‌دادند و بازوهای وی را با دندان‌هایشان گاز می‌گرفتندpic.twitter.com/LQJWN3YkpL,2018-04-29,2,20
990549937426522115,https://twitter.com/Tasnimnews_Fa/status/990549937426522115,#اژه‌ای: #وزارت_اطلاعات مرجع تشخیص #جاسوس بودن یا نبودن افراد نیست http://tn.ai/1712752 pic.twitter.com/nnVGPq8F6J,2018-04-29,3,22
990543958135721985,https://twitter.com/Tasnimnews_Fa/status/990543958135721985,سخنگوی قوه قضاییه:کاوه مدنی با درخواست رسمی وزارت اطلاعات رفع ممنوع الخروجی شده است. http://tn.ai/1712742 pic.twitter.com/KntJDEMuNy,2018-04-29,3,23
990542419006455810,https://twitter.com/Tasnimnews_Fa/status/990542419006455810,#دریادار_فدوی در گفتگو با تسنیم: #آمریکا زمانی از توانمندی ما مطلع می‌شود که دیگر کاری از دستش برنمی‌آید/ مجموعه متنوعی از بی سرنشین‌ها را در اختیار داریم http://tn.ai/1712448 pic.twitter.com/BtUC54hZ8q,2018-04-29,7,52
