ID,Permalink,Text,Date,Retweets,Favorites
979755835151720449,https://twitter.com/Tasnimnews_Fa/status/979755835151720449,حرم #امام_رضا در شب میلاد مولی الموحدین علی (علیه السلام) #روز_پدر #روز_مرد #امام_علیpic.twitter.com/xlC9gr3BGK,2018-03-30,5,39
979711603795951616,https://twitter.com/Tasnimnews_Fa/status/979711603795951616,#نجف/ شب ولادت #امیرالمومنین (علیه السلام)/ گل آرایی و تزئین حرم مطهر #امام_علی (علیه السلام)pic.twitter.com/1K8hCyt5Dl,2018-03-30,15,50
979693622093283328,https://twitter.com/Tasnimnews_Fa/status/979693622093283328,تظاهرات مردم #غزه با نام « #راهپیمایی_بازگشت» به سمت اراضی اشغالی/ نظامیان #رژیم_صهیونیستی تاکنون و در جریان برگزاری #راهپیمایی بزرگ حق بازگشت ۵ #فلسطینی را به‌شهادت رسانده و ۳۵۶ نفر دیگر را مجروح کرده‌اند #مسيره_العوده_الكبري #Great_Return_March http://tn.ai/1690033 pic.twitter.com/cwDpFYugTa,2018-03-30,12,37
979681622063767552,https://twitter.com/Tasnimnews_Fa/status/979681622063767552,آیت‌الله موحدی کرمانی امام جمعه موقت تهران: #بودجه مانند خونی است که در بدن انسان است و باید این خون به همه اعضا برسد/ #دولت و #مجلس مراقب باشند بودجه نیازهای مردم را برطرف کند/ #امام_علی (علیه السلام) همواره سعی می‌کردند همه مردم از #بیت‌المال استفاده کنند http://tn.ai/1689921 pic.twitter.com/TBoSEkkNOk,2018-03-30,6,28
979680321280118784,https://twitter.com/Tasnimnews_Fa/status/979680321280118784,آزمایش جدید #موشک بالستیک قاره‌پیما «سرمت» در #روسیهpic.twitter.com/DJWdEFH8HG,2018-03-30,7,28
979677916723204096,https://twitter.com/Tasnimnews_Fa/status/979677916723204096,#پوستر/ كَم مِّن فِئَةٍ قَلِيلَةٍ غَلَبَتْ فِئَةً كَثِيرَةً بِإِذْنِ اللّهِ/ بسا گروه اندكى كه به توفيق خدا بر گروه بسيارى پيروز شدند! سوره بقره/ آیه۲۴۹pic.twitter.com/3JpBNhh40b,2018-03-30,2,35
979630718333734912,https://twitter.com/Tasnimnews_Fa/status/979630718333734912,وقتی #ارسطو نقی معمولی را سر کار می گذارد! #پایتخت۵pic.twitter.com/z3Y1UZIzd7,2018-03-30,9,53
979605748056457216,https://twitter.com/Tasnimnews_Fa/status/979605748056457216,#کاریکاتور/ #مصطفی_تاج‌زاده شوالیه غائله‌ها/ معاون سیاسی وزارت کشور دولت #اصلاحات که همواره دم از قانون گرایی و پرهیز از خشونت میزند چندیست پا فراتر نهاده و در رفتاری متناقض به دفاع از #داعش و #عربستان می پردازد! http://tn.ai/1689833 pic.twitter.com/iO1i9UmPvT,2018-03-30,12,54
979603282757931008,https://twitter.com/Tasnimnews_Fa/status/979603282757931008,پذیرفته شدگان #اعتکاف مهمان مسجد گوهرشاد می­‌شوند/ در ایام ولادت امیرالمومنین #حضرت_علی (علیه السلام) ۲ هزار نفر از پذیرفته شدگان آیین اعتکاف سال ۹۷ مهمان #مسجد_گوهرشاد می شوند #أيام_البيض http://tn.ai/1689807 pic.twitter.com/oZ0u4gtxQC,2018-03-30,4,20
979598150079074304,https://twitter.com/Tasnimnews_Fa/status/979598150079074304,گروه جهادی #سپاه بقیه الله #شیراز در ۲ روستای #جهرم خدمت‌رسانی کردند http://tn.ai/1689788 pic.twitter.com/oaZOPJes4A,2018-03-30,3,22
979588529046003712,https://twitter.com/Tasnimnews_Fa/status/979588529046003712,#عربستان بعد از کمک یک میلیارد دلاری به #سازمان_ملل، خواستار تشکیل نشست این سازمان علیه #ایران شده استpic.twitter.com/OgfXst1jpE,2018-03-30,8,89
979445341459066880,https://twitter.com/Tasnimnews_Fa/status/979445341459066880,#ترامپ: ما #داعش را به درک واصل کردیم!/ ما خیلی خیلی زود، واقعا زود، #سوریه را ترک خواهیم کرد/ بگذارید بقیه آنجا باشند؛ ما به زودی به خانه برمی‌گردیم/ ما هفت تریلیون #دلار در #خاورمیانه خرج کردیمpic.twitter.com/nzUH3PdRYI,2018-03-29,10,68
979371794460164096,https://twitter.com/Tasnimnews_Fa/status/979371794460164096,سفره‌ي هفت سين ١٤ ميليون توماني در ساختمان #شوراي_شهر تهران!pic.twitter.com/BQfXuY1LMT,2018-03-29,11,34
979361712754184194,https://twitter.com/Tasnimnews_Fa/status/979361712754184194,كمپين سقف سفيد/ سازمان‌صلح‌سبز برای تشویق مردم به سفید کردن پشت بامها جهت انعکاس #نورخورشید و جلوگیری از گرم شدن زمین و #انقراض حیوانات ازجمله خرس قطبي این کار تبلیغاتی را کرده استpic.twitter.com/OVdLG8Vij1,2018-03-29,4,28
979342685566730240,https://twitter.com/Tasnimnews_Fa/status/979342685566730240,آماده سازی حرم مطهر #رضوی در آستانه #میلاد_امیرالمومنین علیه السلامpic.twitter.com/Br175qdqMJ,2018-03-29,6,54
979245895588880384,https://twitter.com/Tasnimnews_Fa/status/979245895588880384,دستور موقت ورود ۷۰۰ هزار تن #گندم به کشور با پیگیری #سازمان_بازرسی لغو شدpic.twitter.com/Jxc4Wz0uBw,2018-03-29,3,20
979245759605358592,https://twitter.com/Tasnimnews_Fa/status/979245759605358592,توصيه #مهران_مديري به مديراني که #استعفا مي دهند: مثل مرد وايسا بگو دلم خواست، خوب کردم!pic.twitter.com/HQzGfogn0L,2018-03-29,6,62
979244329217638400,https://twitter.com/Tasnimnews_Fa/status/979244329217638400,#واردات محصولات #تراریخته مشمول مجوز سازمان تحقیقات وزارت جهاد کشاورزی شد http://tn.ai/1689295 pic.twitter.com/5h4a3q1kZa,2018-03-29,2,17
979756596162052097,https://twitter.com/Tasnimnews_Fa/status/979756596162052097,استفاده رژیم صهیونیستی از #پهپاد برای جاسوسی و حمله به فلسطینیان/ شبکه المسيره از هدف قرار گرفتن هواپيمای جاسوسی #رژيم_صهيونيستی درمنطقه الوسطی پس از حمله به برج ديدبانی نيروهای مقاومت در #غزه خبر داد #مسيرة_العودة_الكبرى #Gazapic.twitter.com/eNbSSzrRjE,2018-03-30,2,7
979755465134424069,https://twitter.com/Tasnimnews_Fa/status/979755465134424069,تصویری از #حاج_قاسم_سلیمانی در کنار پدر #ولادت_امام_على #روز_پدر #روز_مردpic.twitter.com/OV1I4Jl1cb,2018-03-30,0,28
979708138487152640,https://twitter.com/Tasnimnews_Fa/status/979708138487152640,اینفوگرافیک/ #حمایت_از_کالای_ایرانی/ حمایت از کالای ایرانی یک کلیدواژه است و اگر همراه با پیوست‌های آن که در بیانات #رهبری نیز مورد اشاره قرار گرفته است عملیاتی شود، می‌تواند باطل السحر مشکلات اقتصادی باشد http://tn.ai/1688295 pic.twitter.com/Cmr0O94zpf,2018-03-30,3,14
979678604656246784,https://twitter.com/Tasnimnews_Fa/status/979678604656246784,#سرزمین_مادری / جزیره #خارک/ خارک جزیره‌ای مسکونی، متعلق به #ایران و دارای اهمیت اقتصادی است که در ۳۸ کیلومتری ساحل بندر گناوه در #خلیج_فارس قرار دارد و از توابع استان #بوشهر به‌شمار می‌آید http://tn.ai/1662870 pic.twitter.com/agVLsa0tMB,2018-03-30,1,16
979678185746026496,https://twitter.com/Tasnimnews_Fa/status/979678185746026496,بالگرد هوافضای #سپاه به کمک اطفای حریق جنگل‌های کجور آمد http://tn.ai/1689930 pic.twitter.com/DBN5LFSWTc,2018-03-30,2,26
979677608437743616,https://twitter.com/Tasnimnews_Fa/status/979677608437743616,تغییر مزدی حداقل‌بگیران کارگری در #سال۹۷/ حق‌اولاد ۱۱۱ هزار تومان شد http://tn.ai/1689952 pic.twitter.com/YP7zOlzlzE,2018-03-30,1,13
979610113433534464,https://twitter.com/Tasnimnews_Fa/status/979610113433534464,#آیت‌الله_بروجردی و ممانعت از تشییع جنازه #رضاشاه/ لقبی که امام تنها برای مرحوم #بروجردی به‌کار برد/ گزارش #تسنیم همزمان با سالروز وفات ایشان را بخوانید: http://tn.ai/1688393 pic.twitter.com/30KdusuDZJ,2018-03-30,1,25
